journal_name,num_citation
journal of organizational behavior,104.0
journal of organometallic chemistry,192.0
journal of ornithology,253.0
journal of pain and symptom management,86.0
journal of paleontology,1972.0
journal of palestine studiesn,63.0
journal of periodontology,111.0
journal of personality,216.0
journal of personality and social psychology,2105.0
journal of phase equilibria,20.0
journal of phycology,324.0
journal of physics b atomic molecular and optical physics,70.0
journal of physics condensed matter,202.0
journal of physiology,156.0
journal of plant research,78.0
journal of political economy,617.0
journal of post keynesian economics,50.0
journal of power sources,196.0
journal of proteome research,227.0
journal of psychopharmacology,192.0
journal of quaternary science,146.0
journal of raptor research,164.0
journal of research in personality,177.0
journal of school counseling,12.0
journal of sex  marital therapy,89.0
journal of sex research,238.0
journal of social and clinical psychology,87.0
journal of social and personal relationships,114.0
journal of social issues,231.0
journal of south american earth sciences,348.0
journal of speech language and hearing research,143.0
journal of structural biology,147.0
journal of structural geology,117.0
journal of systematic palaeontology,1145.0
journal of systematics and evolution,214.0
journal of the acm,310.0
journal of the acoustical society of america,249.0
journal of the american academy of dermatology,461.0
journal of the american board of family medicine,16.0
journal of the american chemical society,4532.0
journal of the american college of cardiology,457.0
journal of the american geriatrics society,157.0
journal of the american medical association,558.0
journal of the american society for mass spectrometry,176.0
journal of the american society of nephrology,203.0
journal of the american veterinary medical association,249.0
journal of the anthropological institute of great britain and ireland,12.0
journal of the asiatic society of bengal,202.0
journal of the association for research in otolaryngology,25.0
journal of the atmospheric sciences,163.0
journal of the bombay natural history society,823.0
journal of the botanical research institute of texas,72.0
journal of the british astronomical association,150.0
journal of the chemical society chemical communications,135.0
journal of the chemical society resumed,178.0
journal of the derbyshire archaeological and natural history society,29.0
journal of the electrochemical society,208.0
journal of the geological society,332.0
journal of the irish railway record society,42.0
journal of the kansas entomological society,298.0
journal of the national cancer institute,335.0
journal of the neurological sciences,203.0
journal of the physical society of japan,105.0
journal of the royal astronomical society of canada,171.0
journal of the royal college of physicians of london,40.0
journal of the royal society interface,218.0
journal of the royal society of medicine,440.0
journal of the royal society of new zealand,312.0
journal of the transport ticket society,80.0
journal of theoretical biology,614.0
journal of vertebrate paleontology,3973.0
journal of virology,1620.0
journal of vision,150.0
journal of volcanology and geothermal research,580.0
journal of zoological systematics and evolutionary research,175.0
journal of zoology,985.0
kidney int,179.0
kirkus reviews,505.0
lab on a chip,213.0
lambillionea,8.0
lancet,6484.0
langmuir,424.0
language,462.0
latin american journal of aquatic mammals,16.0
lavori u2013 societxe0 veneziana di scienze naturali,20.0
law and human behavior,86.0
laxe9ronautique,111.0
laxe9rophile,212.0
le maxeetre phonxe9tique,56.0
les ailes,603.0
lethaia,471.0
leukemia,338.0
life,664.0
life sciences,388.0
limnology and oceanography,318.0
linns stamp news,29.0
linzer biologische beitrxe4ge,52.0
lithos,156.0
lloyds list,7347.0
lokaltrafikk,114.0
love letter,66.0
lpsn,3136.0
lraber hasarakakan gitutyunneri,101.0
lunar and planetary science,95.0
machine learning,146.0
macromolecules,331.0
magnetic resonance in medicine,111.0
malabar trogon,10.0
malakozoologische blxe4tter,47.0
mamaindxea grammar,21.0
mamm genome,291.0
mammalia,214.0
mammalian biology,119.0
mammalian genome,233.0
mammalian species,746.0
man,289.0
management science,276.0
marine biology,628.0
marine ecology progress series,574.0
marine mammal science,344.0
marine micropaleontology,53.0
marine pollution bulletin,282.0
marvel usa,27.0
mass spectrometry reviews,127.0
materials evaluation,28.0
mathematics of computation,276.0
mathematische annalen,275.0
matrix biol,80.0
maturitas,289.0
mayo clinic proceedings,382.0
mbio,243.0
meat science,58.0
mechanisms of development,158.0
medical physics,135.0
medicine,197.0
medicine and science in sports and exercise,88.0
melody maker,259.0
memoirs of the association of australasian palaeontologists,54.0
memoirs of the national museum of victoria,51.0
memory,125.0
memory  cognition,178.0
menopause,114.0
meteoritics,115.0
meteoritics  planetary science,235.0
methods,151.0
microbiological reviews,142.0
microbiology,648.0
microbiology and molecular biology reviews,335.0
micropaleontology,59.0
milwaukee journal sentinel,39.0
mmwr morbidity and mortality weekly report,272.0
mmwr surveillance summaries,133.0
mnras,194.0
modern physics letters a,71.0
mojo,503.0
mol biol cell,773.0
mol biol evol,341.0
mol cancer res,94.0
mol cell,976.0
mol cell biochem,163.0
mol cell biol,2862.0
mol cell endocrinol,172.0
mol cell neurosci,108.0
mol cell proteomics,313.0
mol endocrinol,374.0
mol immunol,119.0
mol microbiol,270.0
mol pharmacol,315.0
mol syst biol,455.0
mol vis,153.0
molecular  cellular proteomics,318.0
molecular and cellular biochemistry,152.0
molecular and cellular biology,2531.0
molecular and cellular endocrinology,245.0
molecular and cellular neurosciences,87.0
molecular biology and evolution,1362.0
molecular biology of the cell,674.0
molecular cancer,111.0
molecular cancer research,99.0
molecular cancer therapeutics,127.0
molecular cell,1341.0
molecular ecology,947.0
molecular endocrinology,339.0
molecular genetics and metabolism,229.0
molecular immunology,167.0
molecular medicine,97.0
molecular microbiology,670.0
molecular neurobiology,103.0
molecular pharmacology,528.0
molecular phylogenetics and evolution,3103.0
molecular psychiatry,391.0
molecular systems biology,275.0
molecular therapy,138.0
molluscan research,83.0
monatsberichte der kxf6niglichen preussischen akademien der wissenschaften zu berlin,8.0
monthly notices of the royal astronomical society,3695.0
monthly notices of the royal astronomical society letters,192.0
monthly weather review,1099.0
monumenta nipponica,182.0
motor sport,186.0
movement disorders,208.0
mult scler,42.0
multiple sclerosis,67.0
munks roll u2013 lives of the fellows,61.0
music week,183.0
mutat res,153.0
mutation research,203.0
mycologia,2635.0
mycological progress,293.0
mycological research,538.0
mycopathologia,184.0
mycorrhiza,105.0
mycoscience,192.0
mycotaxon,1295.0
myrmecological news,43.0
n engl j med,1592.0
nachrichtenblatt der deutschen malakozoologischen gesellschaft,16.0
nan,
nano letters,608.0
nanoscale,163.0
nanotechnology,197.0
nassp bulletin,12.0
nat biotechnol,762.0
nat cell biol,534.0
nat commun,151.0
nat genet,3467.0
nat immunol,161.0
nat med,326.0
nat methods,141.0
nat neurosci,239.0
nat rev mol cell biol,191.0
nat struct biol,202.0
nat struct mol biol,162.0
national geographic,406.0
national science review,43.0
nature,35475.0
nature astronomy,158.0
nature biotechnology,1239.0
nature cell biology,648.0
nature chemical biology,326.0
nature chemistry,251.0
nature climate change,249.0
nature communications,2953.0
nature ecology  evolution,313.0
nature genetics,2299.0
nature geoscience,607.0
nature immunology,449.0
nature materials,459.0
nature medicine,941.0
nature methods,700.0
nature microbiology,121.0
nature nanotechnology,345.0
nature neuroscience,887.0
nature news,276.0
nature photonics,264.0
nature physics,418.0
nature protocols,247.0
nature reviews cancer,366.0
nature reviews cardiology,52.0
nature reviews drug discovery,361.0
nature reviews genetics,723.0
nature reviews immunology,336.0
nature reviews microbiology,509.0
nature reviews molecular cell biology,571.0
nature reviews neuroscience,693.0
nature structural  molecular biology,459.0
nature structural biology,292.0
naturwissenschaften,818.0
naval medical research institute report,26.0
naval war college review,135.0
navy exp diving unit res report,36.0
neoplasia,105.0
neotropical ichthyology,198.0
neues jahrbuch fxfcr geologie und palxe4ontologie  abhandlungen,403.0
neues jahrbuch fxfcr geologie und palxe4ontologie abhandlungen,153.0
neural computation,165.0
neurobiology of aging,152.0
neurobiology of disease,132.0
neuroimage,769.0
neurological sciences,75.0
neurology,1574.0
neuron,1925.0
neuropharmacology,718.0
neuropsychologia,489.0
neuropsychopharmacology,550.0
neuroreport,330.0
neurosci lett,213.0
neuroscience,650.0
neuroscience and biobehavioral reviews,262.0
neuroscience letters,456.0
new england journal of medicine,2192.0
new journal of physics,248.0
new left review,321.0
new lloyds list,1741.0
new mexico museum of natural history and science bulletin,159.0
new phytologist,693.0
new scientist,1202.0
new york times,660.0
new zealand journal of botany,359.0
new zealand journal of geology and geophysics,212.0
new zealand tv guide,131.0
newsletter for birdwatchers,245.0
next generation,424.0
nicotine  tobacco research,89.0
nintendo power,546.0
nme,807.0
northern history,106.0
norwegian journal of geology,68.0
nostalgia digest,231.0
novapex,43.0
novitates paleoentomologicae,31.0
novyi mir,27.0
nuclear physics,57.0
nuclear physics a,141.0
nuclear physics b,402.0
nucleic acids res,2718.0
nucleic acids research,3540.0
nutrients,264.0
nuytsia,757.0
obituary notices of fellows of the royal society,523.0
obstet gynecol,174.0
obstetrics  gynecology,203.0
obstetrics and gynecology,327.0
occasional papers in shaykhi babi and bahai studies,21.0
oceania,377.0
odkrywca,30.0
oecologia,750.0
official journal of the european union,344.0
official us playstation magazine,176.0
oikos,432.0
oman j ophthalmol,8.0
oncogene,3118.0
oncology reports,120.0
oncotarget,295.0
operations research,189.0
ophthalmic plast reconstr surg,19.0
ophthalmology,327.0
optics express,470.0
optics letters,313.0
orbit,15.0
org lett,122.0
organic geochemistry,114.0
organic letters,435.0
organic syntheses,329.0
organisms diversity  evolution,188.0
organizational behavior and human decision processes,150.0
organometallics,406.0
origins of life and evolution of biospheres,54.0
orthop clin n am,8.0
oryx,476.0
osteoarthritis and cartilage,83.0
otolaryngologyu2013head and neck surgery,152.0
otology  neurotology,60.0
outing magazine,16.0
oxford dictionary of national biography,318.0
oxoniensia,327.0
p natl acad sci usa,13.0
pacific historical review,331.0
pacific marine review,212.0
paediatric respiratory reviews,34.0
pain,301.0
palaeobiodiversity and palaeoenvironments,113.0
palaeodiversity,134.0
palaeoentomology,104.0
palaeogeography palaeoclimatology palaeoecology,1143.0
palaeontographica abteilung a,106.0
palaeontographica abteilung b,24.0
palaeontologia africana,100.0
palaeontologia electronica,403.0
palaeontology,1618.0
palaeoworld,163.0
palaios,226.0
paleoamerica a journal of early human migration and dispersal,9.0
paleoanthropology,25.0
paleobiology,581.0
paleobios,91.0
paleobotanika,13.0
paleoceanography,116.0
paleontological contributions,51.0
paleontological journal,994.0
paleontological research,138.0
paleontologxeda mexicana,7.0
paludicola,73.0
palxe4ontologische zeitschrift,342.0
palxe6overtebrata,24.0
palynology,44.0
palz,146.0
paper mayhem the informative play by mail magazine,66.0
papers in palaeontology,228.0
parasitology,393.0
park world magazine,194.0
passauer neue presse,26.0
patmabanasirakan handes,140.0
pc gamer us,468.0
pediatrics,1804.0
peerj,1429.0
people,637.0
peptides,274.0
perception  psychophysics,151.0
personal relationships,58.0
personality and individual differences,697.0
personality and social psychology bulletin,407.0
personality and social psychology review,164.0
personnel psychology,112.0
persoonia,463.0
perspectives on psychological science,240.0
pflxfcgers archiv,157.0
pharmacol rev,217.0
pharmacological reviews,352.0
pharmacology  therapeutics,268.0
phil mag,43.0
philadelphia business journal,92.0
philos trans r soc lond b biol sci,200.0
philosophical magazine,420.0
philosophical transactions of the royal society a mathematical physical and engineering sciences,250.0
philosophical transactions of the royal society b,296.0
philosophical transactions of the royal society b biological sciences,590.0
philosophical transactions of the royal society of london,439.0
philosophical transactions of the royal society of london series b biological sciences,442.0
photogrammetric record,48.0
phys rev,323.0
phys rev a,192.0
phys rev b,284.0
phys rev d,210.0
phys rev lett,843.0
physical review,1643.0
physical review a,819.0
physical review b,1325.0
physical review c,275.0
physical review d,1425.0
physical review e,577.0
physical review letters,4477.0
physical review x,88.0
physics,104.0
physics in medicine and biology,134.0
physics letters,86.0
physics letters a,262.0
physics letters b,709.0
physics of plasmas,162.0
physics of the earth and planetary interiors,130.0
physics reports,281.0
physics today,1385.0
physiol rev,152.0
physiological and biochemical zoology,89.0
physiological reviews,380.0
phytochemistry,1044.0
phytopathology,325.0
phytotaxa,906.0
pittsburgh postgazette,61.0
planetary and space science,270.0
plant and soil,202.0
plant biotechnology journal,65.0
plant cell,161.0
plant disease,348.0
plant disease reporter,19.0
plant physiol,228.0
plant physiology,855.0
plant systematics and evolution,377.0
planta,262.0
plastic and reconstructive surgery,348.0
playstation the official magazine,128.0
plos biol,252.0
plos biology,1193.0
plos comput biol,73.0
plos computational biology,451.0
plos genet,280.0
plos genetics,1027.0
plos medicine,494.0
plos neglected tropical diseases,398.0
plos one,12602.0
plos pathogens,548.0
pnas,29544.0
polish journal of entomology,18.0
political science quarterly,377.0
popular astronomy,121.0
popular mechanics,710.0
popular photography,36.0
popular science,566.0
precambrian research,311.0
preventive medicine,136.0
primary care,73.0
primary care respiratory journal,6.0
primates,224.0
proc amer math soc,182.0
proc biol sci,195.0
proc biol soc wash,25.0
proc natl acad sci u s a,1212.0
proc r soc lond,33.0
proc r soc med,119.0
proceedings biological sciences,317.0
proceedings of the academy of natural sciences of philadelphia,385.0
proceedings of the american philosophical society,450.0
proceedings of the american thoracic society,45.0
proceedings of the biological society of washington,566.0
proceedings of the california academy of sciences,202.0
proceedings of the cotteswold naturalists field club,7.0
proceedings of the entomological society of washington,507.0
proceedings of the geologists association,190.0
proceedings of the ieee,424.0
proceedings of the international astronomical union,122.0
proceedings of the national academy of sciences usa,227.0
proceedings of the royal society,214.0
proceedings of the royal society a,259.0
proceedings of the royal society b,792.0
proceedings of the royal society b biological sciences,1579.0
proceedings of the royal society of london b biological sciences,250.0
proceedings of the royal society of medicine,230.0
proceedings of the society of antiquaries of scotland,346.0
proceedings of the zoological institute of the russian academy of sciences,28.0
professional school counseling,206.0
progress in lipid research,100.0
prostaglandins  other lipid mediators,107.0
protein sci,320.0
protein science,436.0
proteins,392.0
proteomics,349.0
psyche a journal of entomology,134.0
psychiatric times,101.0
psychological assessment,142.0
psychological bulletin,1074.0
psychological inquiry,87.0
psychological medicine,361.0
psychological reports,214.0
psychological review,904.0
psychological science,904.0
psychology of women quarterly,176.0
psychoneuroendocrinology,271.0
psychopharmacology,781.0
publications of the astronomical society of japan,128.0
publications of the astronomical society of the pacific,714.0
publishers weekly,643.0
pure and applied chemistry,438.0
q,937.0
quarterly journal of economics,316.0
quaternary international,580.0
quaternary research,324.0
quaternary science reviews,712.0
quilters newsletter,18.0
quilters newsletter magazine,27.0
racing calendar,244.0
radio times,209.0
radiology,468.0
radiotherapy and oncology,44.0
raffles bulletin of zoology,794.0
railway gazette international,200.0
rapid communications in mass spectrometry,185.0
razorcake,67.0
record world,93.0
relief society magazine,223.0
religion,177.0
rep int whal comm,55.0
report of the international whaling commission,38.0
reports of the international whaling commission,94.0
reports on progress in physics,214.0
research in higher education,29.0
research in microbiology,112.0
resuscitation,156.0
retrovirology,163.0
rev chir orthop,3.0
rev mod phys,136.0
review of general psychology,248.0
review of palaeobotany and palynology,397.0
review of scientific instruments,367.0
reviews of geophysics,177.0
reviews of modern physics,747.0
revista brasileira de entomologia,64.0
revista brasileira de paleontologia,95.0
revista de la academia canaria de ciencias,22.0
revista ibxe9rica de aracnologxeda,34.0
revista mexicana de ciencias geolxf3gicas,56.0
revolutionary russia,25.0
revue de micropalxe9ontologie,13.0
revue de palxe9obiologie genxe8ve,55.0
rheumatology,128.0
rheumatology international,43.0
rivista italiana di paleontologia e stratigrafia,104.0
rna,729.0
rna biology,122.0
rolling stone,2084.0
royal gazette,1446.0
royal society open science,431.0
royal thai government gazette,228.0
rpm,373.0
russian entomological journal,202.0
russian history,87.0
russian review,154.0
sabretache journal of the military historical society of australia,24.0
san bernardino sun,7.0
schizophrenia bulletin,283.0
schizophrenia research,268.0
sci rep,186.0
science,25924.0
science advances,667.0
science bulletin,33.0
science news,249.0
science reports of niigata university geology,11.0
science signaling,159.0
science translational medicine,314.0
scientia utfsm journal,31.0
scientific american,1722.0
scientific data,84.0
scientific reports,3523.0
scientific reports of the whales research institute,18.0
scientometrics,126.0
scottish historical review,221.0
scottish journal of geology,53.0
screw,36.0
scripta geologica,46.0
self and identity,43.0
seminars in arthritis and rheumatism,57.0
seminars in cell  developmental biology,138.0
seminars in immunology,130.0
sensors and actuators b chemical,83.0
sex roles,443.0
shu014dnen book,23.0
sinclair user,125.0
sitzungsberichte der gesellschaft naturforschender freunde zu berlin,128.0
skeptical inquirer,701.0
slavic review,536.0
sleep,308.0
sleep medicine,92.0
sleep medicine reviews,143.0
soap opera digest,312.0
soap world,91.0
soaplife,221.0
soaps in depth,71.0
soaps in depthabc soaps in depth,52.0
soaring,105.0
social and personality psychology compass,80.0
social cognition,76.0
social forces,313.0
social history,83.0
social psychology quarterly,101.0
social science  medicine,485.0
sociobiology,98.0
soil biology and biochemistry,177.0
soil science society of america journal,114.0
south african journal of botany,445.0
south african journal of science,219.0
sov j quantum electron,11.0
soviet studies,143.0
space science reviews,1762.0
spanish journal of palaeontology,23.0
special papers in palaeontology,106.0
spin,1117.0
spine,344.0
sporting magazine,74.0
sports illustrated,706.0
sports medicine,179.0
standards in genomic sciences,141.0
star trek monthly,45.0
starlog,177.0
stem cells,211.0
stem cells translational medicine,24.0
steroids,333.0
storm data,149.0
stroke,427.0
structure,873.0
studies and reports taxonomical series,11.0
studies in avian biology,31.0
studies in soviet thought,23.0
supportive care in cancer,53.0
surv ophthalmol,30.0
swiss journal of geosciences,65.0
swiss journal of palaeontology,77.0
sydowia,216.0
synlett,118.0
synthesis,213.0
systematic biology,648.0
systematic botany,604.0
systematic entomology,577.0
systematic parasitology,372.0
taiwan communiquxe9,116.0
tamil times,200.0
taxon,1363.0
technology and culture,274.0
tectonophysics,552.0
tenders electronic daily,53.0
tennisz xe9s golf,167.0
tetrahedron,632.0
tetrahedron lett,256.0
tetrahedron letters,670.0
the american archivist,114.0
the american economic review,376.0
the american historical review,938.0
the american journal of cardiology,184.0
the american journal of chinese medicine,28.0
the american journal of clinical nutrition,616.0
the american journal of emergency medicine,123.0
the american journal of gastroenterology,234.0
the american journal of human genetics,610.0
the american journal of international law,236.0
the american journal of medicine,434.0
the american journal of pathology,320.0
the american journal of physiology,223.0
the american journal of psychiatry,621.0
the american journal of science,43.0
the american naturalist,942.0
the american psychologist,148.0
the american statistician,221.0
the analyst,126.0
the anatomical record,304.0
the annals of pharmacotherapy,125.0
the astronomical journal,2752.0
the astrophysical journal,6304.0
the astrophysical journal letters,657.0
the astrophysical journal supplement,106.0
the astrophysical journal supplement series,567.0
the atlantic,398.0
the auk,1220.0
the behavior analyst today,89.0
the beta theta pi magazine,27.0
the biochemical journal,3186.0
the british journal of dermatology,227.0
the british journal of nutrition,94.0
the british journal of psychiatry,366.0
the british medical journal,383.0
the bryologist,231.0
the canadian entomologist,344.0
the childrens friend,14.0
the cochrane database of systematic reviews,3784.0
the coleopterists bulletin,134.0
the condor,533.0
the counseling psychologist,49.0
the economic history review,306.0
the economic journal,353.0
the embo journal,2166.0
the english historical review,772.0
the european journal of neuroscience,190.0
the european respiratory journal,97.0
the faseb journal,181.0
the febs journal,279.0
the festivus,27.0
the florida entomologist,139.0
the gazette of the democratic socialist republic of sri lanka,552.0
the gazette of the democratic socialist republic of sri lanka extraordinary,602.0
the general stud book,121.0
the geographical journal,558.0
the hawaiian journal of history,222.0
the historian,155.0
the hollywood reporter,590.0
the holocene,153.0
the hong kong government gazette,18.0
the hong kong government gazette extraordinary,31.0
the incredible hulk presents,12.0
the indian express,58.0
the innes review,114.0
the international history review,166.0
the international journal of biochemistry  cell biology,256.0
the international journal of developmental biology,117.0
the international journal of eating disorders,61.0
the isme journal,251.0
the jesus college record,63.0
the journal of allergy and clinical immunology,338.0
the journal of american folklore,268.0
the journal of american history,347.0
the journal of bone and joint surgery american volume,165.0
the journal of cell biology,1510.0
the journal of chemical physics,874.0
the journal of clinical endocrinology and metabolism,620.0
the journal of clinical investigation,966.0
the journal of clinical psychiatry,332.0
the journal of comparative neurology,284.0
the journal of economic history,325.0
the journal of egyptian archaeology,177.0
the journal of experimental biology,459.0
the journal of experimental medicine,694.0
the journal of general physiology,175.0
the journal of general virology,295.0
the journal of histochemistry and cytochemistry,84.0
the journal of infectious diseases,426.0
the journal of interdisciplinary history,63.0
the journal of investigative dermatology,333.0
the journal of modern history,383.0
the journal of neuroscience,1464.0
the journal of nutrition,489.0
the journal of organic chemistry,755.0
the journal of pathology,167.0
the journal of pediatrics,350.0
the journal of pharmacology and experimental therapeutics,924.0
the journal of physical chemistry,239.0
the journal of physical chemistry a,313.0
the journal of physical chemistry b,255.0
the journal of physical chemistry c,185.0
the journal of physical chemistry letters,110.0
the journal of physiology,644.0
the journal of politics,280.0
the journal of rheumatology,137.0
the journal of sex research,143.0
the journal of sexual medicine,231.0
the journal of steroid biochemistry and molecular biology,208.0
the journal of the acoustical society of america,498.0
the journal of urology,314.0
the lancet infectious diseases,313.0
the lancet neurology,251.0
the lancet oncology,246.0
the laryngoscope,244.0
the lichenologist,71.0
the london edinburgh and dublin philosophical magazine and journal of science,119.0
the london gazette,285.0
the medical clinics of north america,91.0
the medical journal of australia,259.0
the moving picture world,66.0
the musical times,505.0
the namesforlife abstracts,2028.0
the nautilus,71.0
the navy list,270.0
the new england journal of medicine,2282.0
the new york review of books,434.0
the new york times,2279.0
the new yorker,2616.0
the north american review,155.0
the observatory,186.0
the order of the stick,32.0
the philadelphia inquirer,179.0
the plant cell,361.0
the plant journal,291.0
the polish review,116.0
the psychiatric clinics of north america,57.0
the quarterly journal of economics,329.0
the quarterly review of biology,418.0
the racing calendar,67.0
the radio times,212.0
the raffles bulletin of zoology,206.0
the railway magazine,368.0
the rainbow magazine,23.0
the record,627.0
the reporter,56.0
the round table journal,115.0
the royal gazette,57.0
the russian review,136.0
the science of nature,113.0
the skeptic,108.0
the skeptic all the best from 1986 to 1990,3.0
the slavic and east european journal,102.0
the slavonic and east european review,315.0
the south australian government gazette,342.0
the space gamer,1181.0
the sporting magazine,19.0
the stage,134.0
the straits times,108.0
the washington post,356.0
the watchtower,104.0
the wilson bulletin,268.0
the wilson quarterly 1976,20.0
theory into practice,60.0
thorax,256.0
thromb haemost,104.0
thrombosis and haemostasis,147.0
time,1945.0
tissue antigens,474.0
tobacco control,355.0
toxicology and applied pharmacology,201.0
toxicon,792.0
traces of indiana and midwestern history,271.0
traffic,220.0
trans amer math soc,315.0
transactions and proceedings of the new zealand institute,526.0
transactions of the botanical society of edinburgh,67.0
transactions of the british mycological society,324.0
transactions of the cumberland and westmorland antiquarian and archaeological society,99.0
transactions of the kansas academy of science,133.0
transfusion,164.0
trends biochem sci,275.0
trends cell biol,117.0
trends in biochemical sciences,485.0
trends in biotechnology,182.0
trends in cell biology,294.0
trends in cognitive sciences,496.0
trends in ecology  evolution,557.0
trends in ecology and evolution,181.0
trends in genetics,435.0
trends in hearing,11.0
trends in microbiology,224.0
trends in molecular medicine,146.0
trends in neurosciences,409.0
trends in pharmacological sciences,226.0
trends in plant science,210.0
trends journals,40.0
tricycle,28.0
tv guide,385.0
tv soap,128.0
tv week,1245.0
tv week soap extra,52.0
tv zone,82.0
u0641u0635u0644u0646u0627u0645u0647 u0647u0646u0631 art quarterly,25.0
uncut,463.0
undersea biomed res,85.0
united states naval institute,86.0
urology,317.0
ursus,76.0
us navy experimental diving unit technical report,83.0
vaccine,542.0
vanity fair,229.0
variety,1738.0
vertebrata palasiatica,436.0
vertebrate anatomy morphology palaeontology,30.0
vestnik zoologii,77.0
veterinary parasitology,196.0
vibe,354.0
virginia counselors journal,4.0
virology,968.0
virology journal,130.0
virus research,165.0
viruses,253.0
vision research,343.0
vizier online data catalog bgcvs  originally published in 2009ycat102025s,266.0
vizier online data catalog bgcvs originally published in 2009ycat102025s,183.0
volumina jurassica,25.0
warship international,1291.0
wartime,104.0
western folklore,149.0
whats on tv,61.0
white dwarf,323.0
who drug information,233.0
wired,1198.0
womans exponent,38.0
world archaeology,277.0
world development,270.0
world journal of gastroenterology,380.0
wrestling observer newsletter,258.0
wwwdsmzde,1445.0
wwwstraininfonet,878.0
wwwuniprotorg,3133.0
z phys,71.0
zeitschrift der arbeitsgemeinschaft der xd6sterreichischen entomologen,4.0
zeitschrift der deutschen geologischen gesellschaft,28.0
zeitschrift des deutschen palxe4stinavereins,725.0
zeitschrift fxfcr physik,273.0
zookeys,2266.0
zoologica scripta,534.0
zoological journal of the linnean society,3304.0
zoological systematics,66.0
zoologischer anzeiger,174.0
zootaxa,8241.0
